Unnamed: 0,fullDataset.ID,fullDataset.Distrito,fullDataset.Precio_m2,fullDataset.Precio,fullDataset.Tipo,fullDataset.Habitaciones,fullDataset.Aseos,fullDataset.Superficie,fullDataset.Planta,fullDataset.Parking,fullDataset.COLEGIO.DE.EDUCACIÓN.INFANTIL.Y.PRIMARIA
344,7,Arganzuela,3888,425000,Piso,3.0,2.0,77.0,2.0,0,9
345,7,Arganzuela,3888,650000,Piso,2.0,2.0,120.0,7.0,0,9
346,7,Arganzuela,3888,234900,Piso,1.0,2.0,75.0,1.0,0,9
347,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
348,7,Arganzuela,3888,265000,Piso,3.0,1.0,72.0,4.0,0,9
349,7,Arganzuela,3888,185000,Dúplex,1.0,1.0,36.0,6.0,0,9
350,7,Arganzuela,3888,580000,Piso,3.0,2.0,135.0,1.0,0,9
351,7,Arganzuela,3888,298900,Piso,1.0,1.0,79.0,5.0,0,9
352,7,Arganzuela,3888,349000,Piso,4.0,3.0,136.0,8.0,0,9
353,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
354,7,Arganzuela,3888,145000,Piso,2.0,1.0,57.0,3.0,0,9
355,7,Arganzuela,3888,379900,Piso,2.0,2.0,77.0,2.0,0,9
356,7,Arganzuela,3888,1190000,Piso,3.0,2.0,138.0,,0,9
357,7,Arganzuela,3888,159000,Apartamento,1.0,1.0,29.0,,0,9
358,7,Arganzuela,3888,599000,Piso,3.0,3.0,126.0,2.0,0,9
359,7,Arganzuela,3888,700000,Casa adosada,3.0,3.0,272.0,,0,9
360,7,Arganzuela,3888,179000,Piso,2.0,1.0,57.0,,0,9
361,7,Arganzuela,3888,495000,Piso,4.0,2.0,174.0,,0,9
362,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
363,7,Arganzuela,3888,119000,Piso,2.0,1.0,75.0,3.0,0,9
364,7,Arganzuela,3888,144000,Piso,1.0,1.0,30.0,,0,9
365,7,Arganzuela,3888,124900,Piso,1.0,1.0,36.0,,0,9
366,7,Arganzuela,3888,235000,Piso,1.0,1.0,61.0,2.0,0,9
367,7,Arganzuela,3888,370000,Piso,2.0,2.0,100.0,1.0,0,9
368,7,Arganzuela,3888,142000,Piso,2.0,1.0,75.0,4.0,0,9
369,7,Arganzuela,3888,919900,Piso,,2.0,123.0,4.0,0,9
370,7,Arganzuela,3888,235000,Piso,4.0,2.0,107.0,4.0,0,9
371,7,Arganzuela,3888,305000,Piso,3.0,1.0,92.0,,0,9
372,7,Arganzuela,3888,540000,Piso,3.0,2.0,121.0,2.0,1,9
373,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
374,7,Arganzuela,3888,1270000,Piso,2.0,3.0,127.0,7.0,1,9
375,7,Arganzuela,3888,370000,Piso,3.0,1.0,85.0,2.0,0,9
376,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
377,7,Arganzuela,3888,1850000,Casa o chalet,8.0,4.0,260.0,,0,9
378,7,Arganzuela,3888,465000,Piso,5.0,1.0,136.0,3.0,0,9
379,7,Arganzuela,3888,1050000,Ático,3.0,3.0,148.0,,0,9
380,7,Arganzuela,3888,179000,Piso,3.0,2.0,93.0,,0,9
381,7,Arganzuela,3888,549000,Piso,3.0,2.0,125.0,,1,9
382,7,Arganzuela,3888,175000,Piso,2.0,1.0,39.0,1.0,0,9
383,7,Arganzuela,3888,357000,Piso,1.0,1.0,59.0,,0,9
384,7,Arganzuela,3888,153800,Piso,1.0,1.0,29.0,,0,9
385,7,Arganzuela,3888,460000,Piso,3.0,2.0,117.0,1.0,0,9
386,7,Arganzuela,3888,144000,Piso,2.0,1.0,74.0,,0,9
387,7,Arganzuela,3888,141000,Piso,2.0,1.0,61.0,3.0,0,9
388,7,Arganzuela,3888,195000,Piso,3.0,1.0,98.0,2.0,1,9
389,7,Arganzuela,3888,329000,Piso,3.0,1.0,91.0,2.0,0,9
390,7,Arganzuela,3888,220000,Piso,,,90.0,5.0,0,9
391,7,Arganzuela,3888,197000,Piso,2.0,1.0,54.0,2.0,0,9
392,7,Arganzuela,3888,316000,Piso,3.0,2.0,115.0,2.0,0,9
393,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
394,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
395,7,Arganzuela,3888,4350000,Piso,5.0,5.0,404.0,,0,9
396,7,Arganzuela,3888,235000,Piso,1.0,1.0,61.0,2.0,0,9
397,7,Arganzuela,3888,750000,Piso,4.0,2.0,130.0,,0,9
398,7,Arganzuela,3888,639000,Piso,3.0,2.0,116.0,,0,9
399,7,Arganzuela,3888,160000,Apartamento,1.0,1.0,35.0,1.0,0,9
400,7,Arganzuela,3888,219000,Piso,2.0,1.0,44.0,,0,9
401,7,Arganzuela,3888,185000,Piso,2.0,1.0,50.0,,0,9
402,7,Arganzuela,3888,385000,Apartamento,1.0,1.0,71.0,3.0,0,9
403,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
404,7,Arganzuela,3888,83000,Piso,1.0,1.0,34.0,2.0,0,9
405,7,Arganzuela,3888,215000,Apartamento,1.0,1.0,35.0,3.0,0,9
406,7,Arganzuela,3888,369000,Piso,2.0,2.0,112.0,,1,9
407,7,Arganzuela,3888,395000,Piso,4.0,2.0,,,0,9
408,7,Arganzuela,3888,1050000,Piso,3.0,4.0,205.0,,0,9
409,7,Arganzuela,3888,1550000,Piso,5.0,4.0,376.0,3.0,0,9
410,7,Arganzuela,3888,242000,Dúplex,1.0,2.0,65.0,1.0,0,9
411,7,Arganzuela,3888,295000,Piso,1.0,1.0,66.0,,0,9
412,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
413,7,Arganzuela,3888,830000,Piso,3.0,3.0,189.0,,0,9
414,7,Arganzuela,3888,550000,Piso,3.0,2.0,147.0,1.0,0,9
415,7,Arganzuela,3888,425000,Piso,4.0,2.0,130.0,6.0,1,9
416,7,Arganzuela,3888,260000,Estudio,,1.0,103.0,,0,9
417,7,Arganzuela,3888,105000,Piso,2.0,1.0,52.0,1.0,0,9
418,7,Arganzuela,3888,160000,Piso,3.0,1.0,53.0,,0,9
419,7,Arganzuela,3888,330000,Piso,2.0,2.0,85.0,,0,9
420,7,Arganzuela,3888,225570,Piso,1.0,1.0,47.0,,0,9
421,7,Arganzuela,3888,499000,Piso,3.0,2.0,137.0,3.0,0,9
422,7,Arganzuela,3888,265000,Piso,3.0,1.0,70.0,4.0,0,9
423,7,Arganzuela,3888,178000,Piso,3.0,1.0,91.0,5.0,0,9
424,7,Arganzuela,3888,136500,Piso,2.0,1.0,60.0,,0,9
425,7,Arganzuela,3888,435000,Piso,2.0,1.0,60.0,1.0,0,9
426,7,Arganzuela,3888,1599000,Piso,3.0,4.0,220.0,2.0,0,9
427,7,Arganzuela,3888,162500,Piso,2.0,1.0,54.0,,0,9
428,7,Arganzuela,3888,188000,Piso,1.0,1.0,53.0,4.0,0,9
429,7,Arganzuela,3888,245000,Piso,3.0,1.0,64.0,4.0,0,9
430,7,Arganzuela,3888,690000,Piso,,,103.0,5.0,0,9
431,7,Arganzuela,3888,595000,Piso,4.0,2.0,134.0,4.0,1,9
432,7,Arganzuela,3888,245000,Ático,2.0,1.0,107.0,6.0,1,9
433,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
434,7,Arganzuela,3888,1300000,Piso,1.0,1.0,50.0,1.0,0,9
435,7,Arganzuela,3888,900000,Piso,3.0,3.0,193.0,2.0,0,9
436,7,Arganzuela,3888,190600,Piso,1.0,1.0,40.0,1.0,1,9
437,7,Arganzuela,3888,140000,Piso,3.0,1.0,74.0,,0,9
438,7,Arganzuela,3888,212000,Piso,2.0,1.0,62.0,2.0,0,9
439,7,Arganzuela,3888,545000,Piso,4.0,2.0,130.0,12.0,1,9
440,7,Arganzuela,3888,291000,Piso,3.0,1.0,90.0,2.0,1,9
441,7,Arganzuela,3888,145000,Apartamento,1.0,1.0,37.0,4.0,0,9
442,7,Arganzuela,3888,1595000,Piso,,,222.0,1.0,0,9
443,7,Arganzuela,3888,240000,Ático,2.0,1.0,35.0,6.0,0,9
444,7,Arganzuela,3888,530000,Piso,3.0,2.0,136.0,4.0,1,9
445,7,Arganzuela,3888,175000,Piso,1.0,1.0,50.0,2.0,1,9
446,7,Arganzuela,3888,150000,Piso,3.0,2.0,95.0,10.0,0,9
447,7,Arganzuela,3888,565000,Ático,2.0,2.0,87.0,7.0,1,9
448,7,Arganzuela,3888,235000,Piso,1.0,1.0,61.0,3.0,0,9
449,7,Arganzuela,3888,169500,Apartamento,1.0,1.0,32.0,3.0,0,9
450,7,Arganzuela,3888,585000,Piso,3.0,2.0,112.0,8.0,1,9
451,7,Arganzuela,3888,1150000,Piso,2.0,3.0,116.0,6.0,0,9
452,7,Arganzuela,3888,94000,Piso,2.0,1.0,56.0,,0,9
453,7,Arganzuela,3888,484500,Piso,4.0,2.0,147.0,1.0,0,9
454,7,Arganzuela,3888,218000,Piso,1.0,1.0,41.0,5.0,1,9
455,7,Arganzuela,3888,380000,Piso,3.0,2.0,85.0,4.0,0,9
456,7,Arganzuela,3888,570000,Piso,2.0,2.0,101.0,,0,9
457,7,Arganzuela,3888,143000,Piso,2.0,1.0,58.0,4.0,0,9
458,7,Arganzuela,3888,345000,Apartamento,1.0,1.0,83.0,3.0,0,9
459,7,Arganzuela,3888,120000,Piso,2.0,1.0,58.0,2.0,0,9
460,7,Arganzuela,3888,430000,Piso,3.0,2.0,89.0,1.0,1,9
461,7,Arganzuela,3888,265000,Piso,3.0,1.0,70.0,4.0,0,9
462,7,Arganzuela,3888,139000,Piso,3.0,1.0,60.0,,0,9
463,7,Arganzuela,3888,90000,Piso,1.0,1.0,54.0,,0,9
464,7,Arganzuela,3888,156000,Piso,1.0,1.0,30.0,1.0,0,9
465,7,Arganzuela,3888,990000,Piso,3.0,2.0,254.0,,0,9
466,7,Arganzuela,3888,215000,Piso,3.0,1.0,83.0,,0,9
467,7,Arganzuela,3888,287370,Ático,2.0,2.0,96.0,3.0,0,9
468,7,Arganzuela,3888,156000,Piso,3.0,1.0,75.0,1.0,0,9
469,7,Arganzuela,3888,1120000,Casa adosada,5.0,4.0,361.0,,1,9
470,7,Arganzuela,3888,260000,Piso,2.0,1.0,60.0,,0,9
471,7,Arganzuela,3888,620000,Ático,2.0,1.0,90.0,7.0,1,9
472,7,Arganzuela,3888,229000,Piso,3.0,1.0,90.0,,0,9
473,11,Barajas,3147,294000,Piso,3.0,2.0,120.0,,1,5
474,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
475,11,Barajas,3147,194000,Piso,4.0,2.0,94.0,1.0,0,5
476,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
477,11,Barajas,3147,60000,Piso,3.0,1.0,41.0,,0,5
478,11,Barajas,3147,1490000,Casa adosada,5.0,6.0,400.0,,1,5
479,11,Barajas,3147,550000,Piso,2.0,2.0,100.0,,0,5
480,11,Barajas,3147,554000,Piso,4.0,3.0,158.0,1.0,1,5
481,11,Barajas,3147,172000,Piso,1.0,1.0,53.0,4.0,0,5
482,11,Barajas,3147,164500,Piso,3.0,1.0,51.0,,0,5
483,11,Barajas,3147,315000,Piso,4.0,2.0,105.0,1.0,1,5
484,11,Barajas,3147,280000,Piso,2.0,1.0,70.0,1.0,1,5
485,11,Barajas,3147,140000,Piso,3.0,1.0,65.0,4.0,0,5
486,11,Barajas,3147,460000,Piso,2.0,2.0,97.0,2.0,1,5
487,11,Barajas,3147,554000,Piso,4.0,3.0,158.0,1.0,1,5
488,11,Barajas,3147,373000,Piso,2.0,2.0,82.0,,1,5
489,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
490,11,Barajas,3147,275000,Piso,2.0,1.0,83.0,1.0,1,5
491,11,Barajas,3147,225000,Piso,3.0,2.0,86.0,2.0,0,5
492,11,Barajas,3147,269000,Piso,3.0,1.0,119.0,2.0,1,5
493,11,Barajas,3147,195000,Piso,3.0,1.0,81.0,1.0,0,5
494,11,Barajas,3147,60000,Piso,,,563.0,,0,5
495,11,Barajas,3147,455000,Piso,3.0,2.0,130.0,6.0,1,5
496,11,Barajas,3147,287330,Ático,2.0,2.0,100.0,3.0,0,5
497,11,Barajas,3147,798900,Casa adosada,4.0,3.0,262.0,,1,5
498,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
499,11,Barajas,3147,280000,Piso,2.0,2.0,70.0,2.0,1,5
500,11,Barajas,3147,835000,Casa adosada,5.0,3.0,300.0,,1,5
501,11,Barajas,3147,699000,Casa o chalet,5.0,3.0,413.0,,1,5
502,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
503,11,Barajas,3147,796000,Casa o chalet,4.0,3.0,286.0,,1,5
504,11,Barajas,3147,995000,Casa o chalet,5.0,6.0,473.0,,1,5
505,11,Barajas,3147,235000,Piso,3.0,1.0,94.0,2.0,0,5
506,11,Barajas,3147,675000,Piso,3.0,2.0,125.0,7.0,0,5
507,11,Barajas,3147,1390000,Casa adosada,5.0,4.0,340.0,,1,5
508,11,Barajas,3147,526000,Piso,4.0,2.0,107.0,,0,5
509,11,Barajas,3147,90000,Piso,3.0,1.0,42.0,4.0,0,5
510,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
511,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
512,11,Barajas,3147,94900,Piso,1.0,1.0,31.0,,0,5
513,11,Barajas,3147,399000,Piso,2.0,1.0,106.0,2.0,1,5
514,11,Barajas,3147,625000,Piso,3.0,2.0,107.0,3.0,1,5
515,11,Barajas,3147,275000,Piso,2.0,2.0,70.0,1.0,1,5
516,11,Barajas,3147,345000,Piso,3.0,2.0,109.0,1.0,1,5
517,11,Barajas,3147,290000,Piso,1.0,1.0,56.0,2.0,1,5
518,11,Barajas,3147,780000,Piso,3.0,3.0,176.0,,1,5
519,11,Barajas,3147,360000,Piso,2.0,1.0,70.0,2.0,0,5
520,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
521,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
522,11,Barajas,3147,800000,Piso,3.0,2.0,128.0,1.0,0,5
523,11,Barajas,3147,1545000,Casa adosada,5.0,5.0,384.0,,1,5
524,11,Barajas,3147,270000,Piso,1.0,1.0,54.0,,0,5
525,11,Barajas,3147,350000,Piso,1.0,1.0,58.0,2.0,0,5
526,11,Barajas,3147,220000,Piso,3.0,1.0,82.0,1.0,0,5
527,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
528,11,Barajas,3147,159000,Piso,1.0,1.0,62.0,2.0,1,5
529,11,Barajas,3147,194000,Piso,3.0,1.0,74.0,2.0,0,5
530,11,Barajas,3147,389000,Piso,3.0,2.0,110.0,,1,5
531,11,Barajas,3147,898000,Piso,3.0,2.0,138.0,5.0,0,5
532,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
533,11,Barajas,3147,195000,Piso,3.0,1.0,90.0,6.0,0,5
534,11,Barajas,3147,565000,Piso,3.0,2.0,160.0,1.0,0,5
535,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
536,11,Barajas,3147,260000,Piso,1.0,1.0,80.0,1.0,0,5
537,11,Barajas,3147,690000,Ático,3.0,2.0,153.0,6.0,1,5
538,11,Barajas,3147,250000,Piso,3.0,3.0,100.0,1.0,0,5
539,11,Barajas,3147,177000,Piso,3.0,1.0,87.0,4.0,0,5
540,11,Barajas,3147,295000,Piso,2.0,2.0,89.0,5.0,1,5
541,11,Barajas,3147,650000,Casa adosada,4.0,4.0,326.0,,1,5
542,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
543,11,Barajas,3147,715000,Casa o chalet,5.0,4.0,233.0,,1,5
544,11,Barajas,3147,480000,Piso,3.0,1.0,110.0,3.0,0,5
545,11,Barajas,3147,185000,Piso,1.0,1.0,52.0,,0,5
546,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
547,11,Barajas,3147,220000,Dúplex,1.0,2.0,56.0,,1,5
548,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
549,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
550,11,Barajas,3147,698000,Casa adosada,5.0,4.0,324.0,,1,5
551,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
552,11,Barajas,3147,820000,Casa adosada,5.0,3.0,297.0,,1,5
553,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
554,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
555,11,Barajas,3147,1750000,Piso,3.0,3.0,170.0,1.0,0,5
556,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
557,11,Barajas,3147,780000,Casa adosada,3.0,3.0,270.0,,0,5
558,11,Barajas,3147,750000,Piso,2.0,2.0,107.0,2.0,1,5
559,11,Barajas,3147,255000,Piso,1.0,1.0,61.0,4.0,1,5
560,11,Barajas,3147,139000,Piso,2.0,1964.0,55.0,1.0,0,5
561,11,Barajas,3147,625000,Piso,3.0,2.0,123.0,6.0,1,5
562,11,Barajas,3147,3850000,Casa o chalet,8.0,5.0,1060.0,,1,5
563,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
564,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
565,11,Barajas,3147,567000,Piso,4.0,2.0,158.0,,1,5
566,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
567,11,Barajas,3147,357900,Piso,3.0,2.0,132.0,1.0,0,5
568,11,Barajas,3147,334250,Ático,1.0,2.0,53.0,4.0,0,5
569,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
570,11,Barajas,3147,178000,Piso,3.0,1.0,59.0,1.0,0,5
571,11,Barajas,3147,140000,Piso,2.0,1.0,52.0,4.0,0,5
572,11,Barajas,3147,2800000,Casa o chalet,5.0,6.0,788.0,,1,5
573,11,Barajas,3147,460000,Piso,3.0,2.0,125.0,2.0,0,5
574,11,Barajas,3147,280000,Ático,1.0,1.0,47.0,3.0,1,5
575,11,Barajas,3147,238000,Piso,3.0,1.0,69.0,2.0,0,5
576,11,Barajas,3147,898000,Piso,3.0,2.0,138.0,5.0,0,5
577,11,Barajas,3147,819000,Piso,2.0,2.0,165.0,,0,5
578,11,Barajas,3147,350000,Piso,4.0,2.0,138.0,,0,5
579,11,Barajas,3147,575000,Piso,3.0,2.0,122.0,4.0,1,5
580,11,Barajas,3147,650000,Casa adosada,4.0,4.0,348.0,,1,5
581,11,Barajas,3147,262000,Piso,3.0,2.0,92.0,2.0,0,5
582,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
583,11,Barajas,3147,299000,Piso,4.0,2.0,127.0,1.0,1,5
584,11,Barajas,3147,440000,Piso,2.0,2.0,104.0,3.0,1,5
585,11,Barajas,3147,435000,Piso,2.0,1.0,61.0,1.0,0,5
586,11,Barajas,3147,120000,Piso,2.0,1.0,42.0,,0,5
587,11,Barajas,3147,1133000,Casa adosada,5.0,6.0,258.0,,1,5
588,11,Barajas,3147,150000,Apartamento,2.0,1.0,27.0,,0,5
589,11,Barajas,3147,105000,Piso,2.0,1.0,51.0,,0,5
590,11,Barajas,3147,59500,Casa o chalet,,1.0,225.0,,0,5
591,11,Barajas,3147,175000,Piso,3.0,1.0,79.0,2.0,0,5
592,11,Barajas,3147,515000,Piso,3.0,2.0,135.0,,1,5
593,11,Barajas,3147,134900,Piso,3.0,1.0,69.0,,0,5
594,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
595,11,Barajas,3147,85000,Piso,3.0,1.0,66.0,3.0,0,5
596,11,Barajas,3147,405000,Planta baja,3.0,2.0,115.0,,1,5
597,11,Barajas,3147,425000,Piso,2.0,2.0,105.0,2.0,1,5
598,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
599,11,Barajas,3147,270000,Piso,3.0,2.0,103.0,9.0,0,5
600,11,Barajas,3147,185000,Piso,2.0,2.0,96.0,,0,5
601,11,Barajas,3147,130000,Piso,2.0,1.0,51.0,,0,5
602,11,Barajas,3147,459000,Piso,2.0,2.0,99.0,1.0,0,5
603,11,Barajas,3147,258000,Piso,1.0,1.0,54.0,,0,5
604,11,Barajas,3147,898000,Piso,3.0,2.0,138.0,5.0,0,5
605,11,Barajas,3147,148900,Piso,1.0,1.0,37.0,1.0,0,5
606,11,Barajas,3147,94500,Piso,3.0,1.0,65.0,,0,5
607,11,Barajas,3147,450000,Piso,2.0,2.0,115.0,,1,5
608,11,Barajas,3147,185000,Piso,1.0,1.0,48.0,4.0,0,5
609,11,Barajas,3147,148000,Estudio,,1.0,31.0,,1,5
610,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
611,11,Barajas,3147,570000,Piso,3.0,3.0,140.0,3.0,0,5
612,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
613,11,Barajas,3147,309500,Piso,3.0,2.0,108.0,,1,5
614,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
615,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
616,11,Barajas,3147,169900,Piso,3.0,1.0,75.0,2.0,0,5
617,11,Barajas,3147,138000,Estudio,,1.0,30.0,3.0,0,5
618,11,Barajas,3147,475000,Piso,2.0,2.0,148.0,2.0,1,5
619,11,Barajas,3147,169000,Piso,2.0,1.0,66.0,,0,5
620,11,Barajas,3147,249000,Piso,3.0,1.0,73.0,,0,5
621,11,Barajas,3147,270000,Piso,3.0,1.0,97.0,4.0,0,5
622,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
623,11,Barajas,3147,155000,Estudio,1.0,1.0,31.0,1.0,1,5
624,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
625,11,Barajas,3147,1047600,Piso,2.0,2.0,126.0,,1,5
626,11,Barajas,3147,229000,Casa o chalet,4.0,2.0,85.0,,0,5
627,11,Barajas,3147,898000,Piso,3.0,2.0,138.0,5.0,0,5
628,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
629,11,Barajas,3147,215000,Ático,1.0,1.0,52.0,3.0,1,5
630,11,Barajas,3147,742000,Casa adosada,4.0,3.0,296.0,,1,5
631,11,Barajas,3147,290000,Piso,2.0,1.0,71.0,,0,5
632,11,Barajas,3147,165000,Piso,3.0,1.0,70.0,3.0,0,5
633,11,Barajas,3147,224000,Piso,2.0,1.0,73.0,4.0,1,5
634,11,Barajas,3147,139990,Piso,2.0,1.0,64.0,7.0,0,5
635,11,Barajas,3147,720000,Casa adosada,3.0,3.0,298.0,,0,5
636,11,Barajas,3147,349000,Piso,3.0,1.0,88.0,1.0,0,5
637,11,Barajas,3147,750000,Casa adosada,3.0,3.0,250.0,,0,5
638,11,Barajas,3147,596000,Casa adosada,5.0,4.0,315.0,,1,5
639,11,Barajas,3147,350900,Piso,1.0,1.0,68.0,2.0,1,5
640,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
641,11,Barajas,3147,125000,Piso,3.0,1.0,55.0,,0,5
642,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
643,11,Barajas,3147,880000,Casa adosada,5.0,5.0,350.0,,1,5
644,11,Barajas,3147,780000,Casa adosada,7.0,4.0,270.0,,1,5
645,11,Barajas,3147,489000,Piso,3.0,2.0,122.0,3.0,1,5
646,11,Barajas,3147,289500,Piso,2.0,1.0,35.0,5.0,0,5
647,18,Carabanchel,2165,310000,Piso,1.0,1.0,74.0,,1,18
648,18,Carabanchel,2165,129000,Piso,3.0,1.0,67.0,1.0,0,18
649,18,Carabanchel,2165,158000,Piso,1.0,1.0,59.0,2.0,0,18
650,18,Carabanchel,2165,650000,Piso,3.0,3.0,156.0,,1,18
651,18,Carabanchel,2165,93000,Piso,2.0,1.0,55.0,,0,18
652,18,Carabanchel,2165,93000,Piso,2.0,1.0,55.0,,0,18
653,18,Carabanchel,2165,212000,Piso,2.0,1.0,62.0,2.0,0,18
654,18,Carabanchel,2165,135000,Piso,3.0,1.0,65.0,1.0,0,18
655,18,Carabanchel,2165,3300000,Piso,5.0,7.0,319.0,4.0,0,18
656,18,Carabanchel,2165,215000,Piso,2.0,2.0,55.0,,1,18
657,18,Carabanchel,2165,111750,Piso,2.0,1.0,44.0,1.0,0,18
658,18,Carabanchel,2165,449000,Apartamento,1.0,1.0,68.0,5.0,0,18
659,18,Carabanchel,2165,200000,Piso,2.0,2.0,42.0,,1,18
660,18,Carabanchel,2165,72900,Piso,3.0,1.0,60.0,3.0,0,18
661,18,Carabanchel,2165,152000,Piso,2.0,1.0,89.0,2.0,0,18
662,18,Carabanchel,2165,330000,Piso,3.0,2.0,76.0,5.0,1,18
663,18,Carabanchel,2165,275000,Piso,2.0,1.0,64.0,3.0,0,18
664,18,Carabanchel,2165,1349000,Piso,6.0,2.0,260.0,,0,18
665,18,Carabanchel,2165,85000,Piso,1.0,1.0,51.0,,0,18
666,18,Carabanchel,2165,169000,Piso,2.0,1.0,63.0,2.0,0,18
667,18,Carabanchel,2165,402900,Piso,3.0,1.0,86.0,1.0,0,18
668,18,Carabanchel,2165,217000,Piso,,,95.0,,0,18
669,18,Carabanchel,2165,135000,Piso,2.0,1.0,54.0,,0,18
670,18,Carabanchel,2165,178500,Piso,3.0,2.0,109.0,,0,18
671,18,Carabanchel,2165,130975,Piso,3.0,1.0,64.0,,0,18
672,18,Carabanchel,2165,150000,Piso,2.0,1.0,60.0,,0,18
673,18,Carabanchel,2165,120000,Piso,3.0,1.0,58.0,,0,18
674,18,Carabanchel,2165,140000,Piso,3.0,1.0,82.0,8.0,0,18
675,18,Carabanchel,2165,185000,Piso,2.0,1.0,68.0,1.0,0,18
676,18,Carabanchel,2165,251500,Piso,2.0,3.0,169.0,1.0,0,18
677,18,Carabanchel,2165,125000,Piso,3.0,1.0,60.0,1.0,0,18
678,18,Carabanchel,2165,159900,Piso,2.0,1.0,63.0,4.0,0,18
679,18,Carabanchel,2165,115000,Piso,2.0,1.0,55.0,2.0,0,18
680,18,Carabanchel,2165,93000,Piso,2.0,1.0,55.0,,0,18
681,18,Carabanchel,2165,179000,Piso,1.0,1.0,51.0,1.0,1,18
682,18,Carabanchel,2165,166500,Piso,3.0,1.0,83.0,2.0,0,18
683,18,Carabanchel,2165,136570,Piso,3.0,1.0,56.0,,0,18
684,18,Carabanchel,2165,108000,Piso,3.0,1.0,68.0,4.0,0,18
685,18,Carabanchel,2165,85000,Piso,1.0,1.0,51.0,,0,18
686,18,Carabanchel,2165,85000,Piso,1.0,1.0,51.0,,0,18
687,18,Carabanchel,2165,119000,Piso,2.0,1.0,42.0,2.0,0,18
688,18,Carabanchel,2165,300000,Piso,3.0,2.0,110.0,5.0,0,18
689,18,Carabanchel,2165,429000,Piso,2.0,2.0,99.0,2.0,1,18
690,18,Carabanchel,2165,93000,Piso,2.0,1.0,55.0,,0,18
691,18,Carabanchel,2165,137500,Piso,3.0,1.0,80.0,3.0,0,18
692,18,Carabanchel,2165,111000,Piso,2.0,1.0,56.0,2.0,0,18
693,18,Carabanchel,2165,215000,Piso,2.0,2.0,55.0,,1,18
694,18,Carabanchel,2165,176500,Piso,2.0,1.0,84.0,2.0,0,18
695,18,Carabanchel,2165,120000,Piso,1.0,1.0,43.0,2.0,0,18
